id_carro,placa,ano,id_pessoa
217,AIJ0A17,2021,29534
218,AIK0A18,1991,63670
219,AIL0A19,2010,9649
220,AIM0A20,1992,39334
221,AIN0A21,2001,59932
222,AIO0A22,2018,99075
223,AIP0A23,2023,53264
224,AIQ0A24,2012,32280
225,AIR0A25,2019,41550
226,AIS0A26,1998,83189
227,AIT0A27,2014,96883
228,AIU0A28,2015,49888
229,AIV0A29,2005,24605
230,AIW0A30,2000,60755
231,AIX0A31,1992,49186
232,AIY0A32,2020,97293
233,AIZ0A33,1990,75910
234,AJA0A34,2022,57766
235,AJB0A35,2023,78631
236,AJC0A36,1990,142
237,AJD0A37,2007,79335
238,AJE0A38,2009,90247
239,AJF0A39,1992,87628
240,AJG0A40,2022,78321
241,AJH0A41,2009,94956
242,AJI0A42,2020,65447
243,AJJ0A43,2016,5735
244,AJK0A44,1995,61603
245,AJL0A45,2005,24528
246,AJM0A46,2022,16812
247,AJN0A47,2022,50458
248,AJO0A48,1991,4403
249,AJP0A49,1991,94138
250,AJQ0A50,1999,33379
251,AJR0A51,1999,93752
252,AJS0A52,2023,6074
253,AJT0A53,2014,18248
254,AJU0A54,1994,13153
255,AJV0A55,2012,5782
256,AJW0A56,1998,38365
257,AJX0A57,2012,47864
258,AJY0A58,2007,1207
259,AJZ0A59,2006,45446
260,AKA0A60,2006,92683
261,AKB0A61,2003,87589
262,AKC0A62,2003,80430
263,AKD0A63,2014,65984
264,AKE0A64,2023,47181
265,AKF0A65,2014,31457
266,AKG0A66,1995,90949
267,AKH0A67,2010,54704
268,AKI0A68,1997,92992
269,AKJ0A69,2022,35117
270,AKK0A70,2016,56107
271,AKL0A71,2010,92540
272,AKM0A72,2007,73703
273,AKN0A73,2021,48683
274,AKO0A74,2011,94101
275,AKP0A75,2014,22838
276,AKQ0A76,1991,25525
277,AKR0A77,2002,68481
278,AKS0A78,1998,22851
279,AKT0A79,2002,69536
280,AKU0A80,2019,32891
281,AKV0A81,2006,72631
282,AKW0A82,2001,11852
283,AKX0A83,1990,96151
284,AKY0A84,2023,64983
285,AKZ0A85,1991,79442
286,ALA0A86,2006,21203
287,ALB0A87,2006,53282
288,ALC0A88,2012,32262
289,ALD0A89,1993,58336
290,ALE0A90,2005,38958
291,ALF0A91,2006,24089
292,ALG0A92,2009,58114
293,ALH0A93,2007,64600
294,ALI0A94,1991,61718
295,ALJ0A95,2014,52787
296,ALK0A96,2022,72040
297,ALL0A97,2014,31716
298,ALM0A98,2000,48900
299,ALN0A99,2006,6847
300,ALO0A00,2013,97098
301,ALP0A01,2021,59950
302,ALQ0A02,2005,58726
303,ALR0A03,2009,46542
304,ALS0A04,1998,33941
305,ALT0A05,2020,96674
306,ALU0A06,1998,72329
307,ALV0A07,2000,57113
308,ALW0A08,1997,70760
309,ALX0A09,1991,51313
310,ALY0A10,2015,76857
311,ALZ0A11,2021,38554
312,AMA0A12,2005,55400
313,AMB0A13,1994,73709
314,AMC0A14,1994,89730
315,AMD0A15,1997,87636
316,AME0A16,2023,77027
317,AMF0A17,1994,52048
318,AMG0A18,1998,17042
319,AMH0A19,2004,34224
320,AMI0A20,2013,48638
321,AMJ0A21,1998,60275
322,AMK0A22,2017,49972
323,AML0A23,2013,98889
324,AMM0A24,2020,48327
325,AMN0A25,1998,89946
326,AMO0A26,2013,82275
327,AMP0A27,2006,86603
328,AMQ0A28,2008,93733
329,AMR0A29,1992,16315
330,AMS0A30,2010,82530
331,AMT0A31,2000,34669
332,AMU0A32,1997,64737
333,AMV0A33,2010,69217
334,AMW0A34,1990,90490
335,AMX0A35,2002,82700
336,AMY0A36,1997,63326
337,AMZ0A37,2014,99269
338,ANA0A38,2009,60858
339,ANB0A39,1998,62280
340,ANC0A40,1997,80493
341,AND0A41,2007,77831
342,ANE0A42,2017,97271
343,ANF0A43,2008,47749
344,ANG0A44,1998,64084
345,ANH0A45,1992,2283
346,ANI0A46,2022,67137
347,ANJ0A47,1992,34223
348,ANK0A48,1993,28783
349,ANL0A49,2013,44378
350,ANM0A50,1997,28193
351,ANN0A51,2002,62992
352,ANO0A52,2004,53362
353,ANP0A53,1991,23698
354,ANQ0A54,2006,18058
355,ANR0A55,2010,77883
356,ANS0A56,1997,69413
357,ANT0A57,2017,11930
358,ANU0A58,2017,65457
359,ANV0A59,2004,99994
360,ANW0A60,1995,10543
361,ANX0A61,1995,72909
362,ANY0A62,2019,48200
363,ANZ0A63,2015,6638
364,AOA0A64,2009,992
365,AOB0A65,2017,11157
366,AOC0A66,1994,99243
367,AOD0A67,2003,90436
368,AOE0A68,2002,3819
369,AOF0A69,1992,87057
370,AOG0A70,2004,83587
371,AOH0A71,2004,33479
372,AOI0A72,2022,6571
373,AOJ0A73,2014,96106
374,AOK0A74,2017,43574
375,AOL0A75,2004,25143
376,AOM0A76,2011,7931
377,AON0A77,2019,61774
378,AOO0A78,2003,76899
379,AOP0A79,2011,49177
380,AOQ0A80,1990,99348
381,AOR0A81,2007,57961
382,AOS0A82,2021,32212
383,AOT0A83,1995,73434
384,AOU0A84,2019,43965
385,AOV0A85,2001,89839
386,AOW0A86,2006,84743
387,AOX0A87,2013,93030
388,AOY0A88,1997,3558
389,AOZ0A89,1998,75055
390,APA0A90,1992,29946
391,APB0A91,2008,65488
392,APC0A92,2019,58620
393,APD0A93,1996,68087
394,APE0A94,1998,73819
395,APF0A95,2008,4850
396,APG0A96,1999,35308
397,APH0A97,2002,83148
398,API0A98,2018,79892
399,APJ0A99,2023,54357
400,APK0A00,2007,3896
401,APL0A01,2012,31586
402,APM0A02,1999,32264
403,APN0A03,2003,70935
404,APO0A04,2002,4744
405,APP0A05,2015,91837
406,APQ0A06,1993,66249
407,APR0A07,2020,35980
408,APS0A08,2004,71624
409,APT0A09,2006,48516
410,APU0A10,2013,30352
411,APV0A11,2006,39054
412,APW0A12,2009,25155
413,APX0A13,2021,65505
414,APY0A14,2003,62122
415,APZ0A15,1999,5094
416,AQA0A16,1997,69260
417,AQB0A17,2006,22105
418,AQC0A18,2015,55316
419,AQD0A19,1994,84958
420,AQE0A20,2023,16476
421,AQF0A21,1992,43931
422,AQG0A22,2004,79356
423,AQH0A23,1990,96104
424,AQI0A24,2006,54227
425,AQJ0A25,2013,5974
426,AQK0A26,1992,93272
427,AQL0A27,1999,35774
428,AQM0A28,2022,57952
429,AQN0A29,1990,84565
430,AQO0A30,2009,46848
431,AQP0A31,2002,53526
432,AQQ0A32,2001,91652
433,AQR0A33,2023,11880
434,AQS0A34,2024,63118
435,AQT0A35,1998,56455
436,AQU0A36,2021,6349
437,AQV0A37,2007,18094
438,AQW0A38,2011,15055
439,AQX0A39,2018,22866
440,AQY0A40,2012,29328
441,AQZ0A41,2001,43123
442,ARA0A42,2023,61502
443,ARB0A43,2010,15521
444,ARC0A44,2020,8883
445,ARD0A45,1991,32693
446,ARE0A46,2008,75476
447,ARF0A47,2010,21764
448,ARG0A48,1994,65651
449,ARH0A49,2013,26529
450,ARI0A50,2004,52750
451,ARJ0A51,2020,60415
452,ARK0A52,1995,26278
453,ARL0A53,2004,17318
454,ARM0A54,2022,31598
455,ARN0A55,1998,43036
456,ARO0A56,2024,43444
457,ARP0A57,1990,45188
458,ARQ0A58,1997,85506
459,ARR0A59,1994,2907
460,ARS0A60,2002,57431
461,ART0A61,1996,33498
462,ARU0A62,2020,35756
463,ARV0A63,2019,94458
464,ARW0A64,2002,67502
465,ARX0A65,1995,76327
466,ARY0A66,2013,99729
467,ARZ0A67,2012,82787
468,ASA0A68,1997,98367
469,ASB0A69,1992,43588
470,ASC0A70,1993,285
471,ASD0A71,1991,29540
472,ASE0A72,1996,66989
473,ASF0A73,2023,86445
474,ASG0A74,2016,50106
475,ASH0A75,2013,61698
476,ASI0A76,2014,89755
477,ASJ0A77,2013,30589
478,ASK0A78,2015,91654
479,ASL0A79,2015,87899
480,ASM0A80,2006,17524
481,ASN0A81,1999,50807
482,ASO0A82,2023,25463
483,ASP0A83,2014,95676
484,ASQ0A84,1993,24328
485,ASR0A85,2006,45381
486,ASS0A86,2017,66629
487,AST0A87,2007,35607
488,ASU0A88,1992,4168
489,ASV0A89,1991,53483
490,ASW0A90,2023,17710
491,ASX0A91,1997,30984
492,ASY0A92,2018,39820
493,ASZ0A93,2016,58947
494,ATA0A94,1996,93557
495,ATB0A95,1998,83708
496,ATC0A96,1996,15081
497,ATD0A97,2008,96797
498,ATE0A98,1992,13693
499,ATF0A99,1998,15337
500,ATG0A00,2009,95808
501,ATH0A01,2019,76447
502,ATI0A02,1995,61211
503,ATJ0A03,2006,57535
504,ATK0A04,2020,4141
505,ATL0A05,2002,42691
506,ATM0A06,2008,55687
507,ATN0A07,2007,62756
508,ATO0A08,2010,965
509,ATP0A09,1991,70505
510,ATQ0A10,2002,13617
511,ATR0A11,2017,78603
512,ATS0A12,2006,48544
513,ATT0A13,2020,44819
514,ATU0A14,2022,94490
515,ATV0A15,2017,33851
516,ATW0A16,2014,2790
517,ATX0A17,1997,78896
518,ATY0A18,1993,86084
519,ATZ0A19,2006,66421
520,AUA0A20,1996,73069
521,AUB0A21,2006,29855
522,AUC0A22,1994,19448
523,AUD0A23,1991,74962
524,AUE0A24,2007,43236
525,AUF0A25,2005,62957
526,AUG0A26,2009,36507
527,AUH0A27,2015,21286
528,AUI0A28,2002,94326
529,AUJ0A29,2000,64073
530,AUK0A30,1997,25164
531,AUL0A31,2010,40404
532,AUM0A32,2017,97668
533,AUN0A33,1997,24124
534,AUO0A34,2007,65443
535,AUP0A35,2000,73745
536,AUQ0A36,1999,11699
537,AUR0A37,2001,85235
538,AUS0A38,1992,84724
539,AUT0A39,2019,73189
540,AUU0A40,2023,51427
541,AUV0A41,2016,50415
542,AUW0A42,2008,54162
543,AUX0A43,1999,1292
544,AUY0A44,2001,52636
545,AUZ0A45,1992,11619
546,AVA0A46,2000,19812
547,AVB0A47,2024,54811
548,AVC0A48,1997,39764
549,AVD0A49,2004,9774
550,AVE0A50,1992,45326
551,AVF0A51,2016,62372
552,AVG0A52,1998,51446
553,AVH0A53,2008,59010
554,AVI0A54,2017,98951
555,AVJ0A55,2013,3281
556,AVK0A56,1992,35480
557,AVL0A57,2001,85031
558,AVM0A58,2019,20847
559,AVN0A59,2016,5914
560,AVO0A60,1999,42457
561,AVP0A61,2007,319
562,AVQ0A62,2023,80034
563,AVR0A63,2015,77654
564,AVS0A64,1994,78364
565,AVT0A65,2001,886
566,AVU0A66,2016,94502
567,AVV0A67,1995,73353
568,AVW0A68,2007,11912
569,AVX0A69,2020,45275
570,AVY0A70,2021,21835
571,AVZ0A71,1994,14975
572,AWA0A72,2000,18792
573,AWB0A73,1994,13581
574,AWC0A74,1995,68452
575,AWD0A75,2009,67990
576,AWE0A76,2011,95243
577,AWF0A77,2013,17493
578,AWG0A78,2023,99148
579,AWH0A79,2000,39244
580,AWI0A80,1999,38522
581,AWJ0A81,2001,24908
582,AWK0A82,2011,36875
583,AWL0A83,1993,2539
584,AWM0A84,1997,24554
585,AWN0A85,2017,64226
586,AWO0A86,2005,7416
587,AWP0A87,2021,90276
588,AWQ0A88,2018,11575
589,AWR0A89,2004,26618
590,AWS0A90,2004,31516
591,AWT0A91,2006,17341
592,AWU0A92,2023,9266
593,AWV0A93,2017,72838
594,AWW0A94,2024,6040
595,AWX0A95,2001,66279
596,AWY0A96,2000,86447
597,AWZ0A97,2013,39347
598,AXA0A98,2005,4004
599,AXB0A99,1993,96178
600,AXC0A00,2015,66556
601,AXD0A01,1996,42468
602,AXE0A02,2006,22842
603,AXF0A03,2015,91926
604,AXG0A04,1992,77370
605,AXH0A05,1994,87603
606,AXI0A06,2018,53879
607,AXJ0A07,1999,62098
608,AXK0A08,1999,835
609,AXL0A09,2018,53118
610,AXM0A10,2014,42048
611,AXN0A11,2017,17718
612,AXO0A12,2014,88827
613,AXP0A13,2009,52247
614,AXQ0A14,1993,37008
615,AXR0A15,1995,26263
616,AXS0A16,2014,73746
617,AXT0A17,2005,9720
618,AXU0A18,2019,38405
619,AXV0A19,1993,24579
620,AXW0A20,1993,5039
621,AXX0A21,2005,4352
622,AXY0A22,2004,27888
623,AXZ0A23,2018,30870
624,AYA0A24,1997,86211
625,AYB0A25,2022,8767
626,AYC0A26,2005,18416
627,AYD0A27,2023,67388
628,AYE0A28,2002,32278
629,AYF0A29,2023,49356
630,AYG0A30,2015,28067
631,AYH0A31,2001,96321
632,AYI0A32,2018,1734
633,AYJ0A33,1992,54221
634,AYK0A34,2014,7303
635,AYL0A35,2012,16283
636,AYM0A36,1999,26763
637,AYN0A37,2010,44686
638,AYO0A38,1996,47031
639,AYP0A39,2007,45484
640,AYQ0A40,2011,95884
641,AYR0A41,2009,50856
642,AYS0A42,1994,36643
643,AYT0A43,2005,70601
644,AYU0A44,2006,47446
645,AYV0A45,1992,10550
646,AYW0A46,1990,10062
647,AYX0A47,1991,49794
648,AYY0A48,2019,13118
649,AYZ0A49,2013,50568
650,AZA0A50,2016,14846
651,AZB0A51,2008,48227
652,AZC0A52,2008,4766
653,AZD0A53,2008,28123
654,AZE0A54,2010,23559
655,AZF0A55,2008,13257
656,AZG0A56,1994,25508
657,AZH0A57,2002,40722
658,AZI0A58,2022,74982
659,AZJ0A59,2016,35055
660,AZK0A60,2016,47279
661,AZL0A61,2008,11395
662,AZM0A62,1997,74683
663,AZN0A63,1992,69109
664,AZO0A64,1999,70000
665,AZP0A65,2009,4643
666,AZQ0A66,2008,69552
667,AZR0A67,2002,28821
668,AZS0A68,1993,97594
669,AZT0A69,1994,91979
670,AZU0A70,2000,31558
671,AZV0A71,2013,38016
672,AZW0A72,1990,42513
673,AZX0A73,1997,94445
674,AZY0A74,2013,61582
675,AZZ0A75,2000,91927
676,BAA0A76,1993,97391
677,BAB0A77,2019,8616
678,BAC0A78,2017,96769
679,BAD0A79,2015,45677
680,BAE0A80,1998,47298
681,BAF0A81,1999,92590
682,BAG0A82,2022,48127
683,BAH0A83,2010,19539
684,BAI0A84,1994,59074
685,BAJ0A85,2012,20157
686,BAK0A86,2009,60032
687,BAL0A87,2011,11945
688,BAM0A88,1993,36547
689,BAN0A89,2020,28665
690,BAO0A90,1991,49987
691,BAP0A91,1997,65894
692,BAQ0A92,2009,72580
693,BAR0A93,1996,97962
694,BAS0A94,2008,68757
695,BAT0A95,1998,71090
696,BAU0A96,1993,15942
697,BAV0A97,2013,53118
698,BAW0A98,1996,10960
699,BAX0A99,1990,21271
700,BAY0A00,1994,3445
701,BAZ0A01,2017,56058
702,BBA0A02,2023,33310
703,BBB0A03,1991,62091
704,BBC0A04,1995,74036
705,BBD0A05,2000,69177
706,BBE0A06,2001,48676
707,BBF0A07,2019,12687
708,BBG0A08,1991,66704
709,BBH0A09,1999,40142
710,BBI0A10,2017,72956
711,BBJ0A11,2015,14366
712,BBK0A12,2020,23332
713,BBL0A13,2014,73191
714,BBM0A14,2003,40065
715,BBN0A15,1995,25437
716,BBO0A16,2007,79007
717,BBP0A17,2007,26000
718,BBQ0A18,1992,49332
719,BBR0A19,2024,59161
720,BBS0A20,2009,95306
721,BBT0A21,2017,2462
722,BBU0A22,2003,82901
723,BBV0A23,2009,590
724,BBW0A24,2024,7965
725,BBX0A25,2022,37327
726,BBY0A26,2007,6881
727,BBZ0A27,1994,77110
728,BCA0A28,1992,47391
729,BCB0A29,2005,94597
730,BCC0A30,1990,18911
731,BCD0A31,2003,34501
732,BCE0A32,2015,33701
733,BCF0A33,1997,77954
734,BCG0A34,2014,66306
735,BCH0A35,2007,92196
736,BCI0A36,1991,38104
737,BCJ0A37,2001,86225
738,BCK0A38,1992,92285
739,BCL0A39,2015,75255
740,BCM0A40,1996,98265
741,BCN0A41,2007,83512
742,BCO0A42,1996,89210
743,BCP0A43,2009,48633
744,BCQ0A44,2017,55862
745,BCR0A45,2021,47339
746,BCS0A46,2021,79620
747,BCT0A47,1995,35948
748,BCU0A48,2002,40815
749,BCV0A49,2009,28479
750,BCW0A50,1991,28183
751,BCX0A51,2012,98903
752,BCY0A52,1995,47782
753,BCZ0A53,1993,75532
754,BDA0A54,2008,70994
755,BDB0A55,2001,94491
756,BDC0A56,1997,74380
757,BDD0A57,2013,15934
758,BDE0A58,2011,93545
759,BDF0A59,2001,16654
760,BDG0A60,2015,7731
761,BDH0A61,2021,67084
762,BDI0A62,2003,22944
763,BDJ0A63,2004,26360
764,BDK0A64,1994,52486
765,BDL0A65,2018,69443
766,BDM0A66,2015,4038
767,BDN0A67,2004,87682
768,BDO0A68,2005,5675
769,BDP0A69,2010,47954
770,BDQ0A70,1990,16056
771,BDR0A71,2002,39114
772,BDS0A72,1990,7526
773,BDT0A73,2015,59764
774,BDU0A74,1995,60584
775,BDV0A75,2003,4873
776,BDW0A76,2023,28866
777,BDX0A77,2023,22402
778,BDY0A78,1995,11282
779,BDZ0A79,2016,64435
780,BEA0A80,2003,80063
781,BEB0A81,2014,43725
782,BEC0A82,2010,41327
783,BED0A83,1991,20181
784,BEE0A84,2005,29450
785,BEF0A85,2020,75979
786,BEG0A86,1990,32430
787,BEH0A87,1998,92010
788,BEI0A88,2015,89360
789,BEJ0A89,2020,27949
790,BEK0A90,2013,23396
791,BEL0A91,2015,57087
792,BEM0A92,1996,12428
793,BEN0A93,2001,20992
794,BEO0A94,1999,10888
795,BEP0A95,2004,96150
796,BEQ0A96,2023,82488
797,BER0A97,2006,36801
798,BES0A98,2014,2678
799,BET0A99,2024,1891
800,BEU0A00,2024,11210
801,BEV0A01,2012,67235
802,BEW0A02,2024,93861
803,BEX0A03,1991,68439
804,BEY0A04,2005,7963
805,BEZ0A05,2015,38364
806,BFA0A06,2001,30316
807,BFB0A07,2013,1040
808,BFC0A08,2023,99241
809,BFD0A09,2022,61528
810,BFE0A10,1991,77218
811,BFF0A11,1992,10534
812,BFG0A12,1996,66806
813,BFH0A13,1999,53947
814,BFI0A14,2015,31148
815,BFJ0A15,1997,26792
816,BFK0A16,2012,76549
817,BFL0A17,2024,12902
818,BFM0A18,2022,16746
819,BFN0A19,2021,67451
820,BFO0A20,2018,60938
821,BFP0A21,2002,64211
822,BFQ0A22,2021,88256
823,BFR0A23,2001,38373
824,BFS0A24,1997,81601
825,BFT0A25,2011,50347
826,BFU0A26,2020,37185
827,BFV0A27,2010,85926
828,BFW0A28,2015,7351
829,BFX0A29,1993,12466
830,BFY0A30,2018,95316
831,BFZ0A31,2021,56634
832,BGA0A32,2003,27339
833,BGB0A33,1990,91483
834,BGC0A34,2022,29749
835,BGD0A35,2009,94205
836,BGE0A36,2017,41246
837,BGF0A37,1997,23822
838,BGG0A38,2016,98378
839,BGH0A39,2018,31795
840,BGI0A40,2000,79402
841,BGJ0A41,1996,85820
842,BGK0A42,1998,54194
843,BGL0A43,2009,95898
844,BGM0A44,2023,25008
845,BGN0A45,1998,11249
846,BGO0A46,2009,7817
847,BGP0A47,2012,30844
848,BGQ0A48,2017,47236
849,BGR0A49,2023,43250
850,BGS0A50,1992,25871
851,BGT0A51,2006,89502
852,BGU0A52,1991,43816
853,BGV0A53,2001,92136
854,BGW0A54,2006,64193
855,BGX0A55,1993,82044
856,BGY0A56,1997,46162
857,BGZ0A57,1996,91090
858,BHA0A58,2015,4824
859,BHB0A59,2020,26712
860,BHC0A60,1993,31085
861,BHD0A61,2007,35557
862,BHE0A62,2000,74600
863,BHF0A63,2015,46583
864,BHG0A64,1998,80943
865,BHH0A65,2024,26416
866,BHI0A66,2010,28956
867,BHJ0A67,2018,94899
868,BHK0A68,2012,81460
869,BHL0A69,2004,38881
870,BHM0A70,2024,85302
871,BHN0A71,2004,29943
872,BHO0A72,1992,63743
873,BHP0A73,2013,6495
874,BHQ0A74,1996,2648
875,BHR0A75,2020,58688
876,BHS0A76,1997,56098
877,BHT0A77,2010,29983
878,BHU0A78,2023,55592
879,BHV0A79,2006,94225
880,BHW0A80,2001,1168
881,BHX0A81,2002,84419
882,BHY0A82,2018,83196
883,BHZ0A83,2012,67475
884,BIA0A84,1999,10696
885,BIB0A85,2018,50905
886,BIC0A86,2020,99549
887,BID0A87,2023,11449
888,BIE0A88,2010,75392
889,BIF0A89,1993,2283
890,BIG0A90,2018,20176
891,BIH0A91,2020,67451
892,BII0A92,1999,48172
893,BIJ0A93,2005,52325
894,BIK0A94,2015,55989
895,BIL0A95,2012,57974
896,BIM0A96,1999,25291
897,BIN0A97,2008,83219
898,BIO0A98,2023,1688
899,BIP0A99,2008,937
900,BIQ0A00,1997,39512
901,BIR0A01,1998,53795
902,BIS0A02,2013,56973
903,BIT0A03,1995,99266
904,BIU0A04,1999,71051
905,BIV0A05,1990,27739
906,BIW0A06,2001,4078
907,BIX0A07,1991,78062
908,BIY0A08,1994,62850
909,BIZ0A09,2006,23055
910,BJA0A10,1990,28140
911,BJB0A11,2001,35600
912,BJC0A12,2020,78123
913,BJD0A13,2006,5728
914,BJE0A14,2011,71112
915,BJF0A15,2004,75719
916,BJG0A16,2018,36494
917,BJH0A17,2016,55628
918,BJI0A18,2022,80359
919,BJJ0A19,2006,36264
920,BJK0A20,2022,67864
921,BJL0A21,2014,79121
922,BJM0A22,2015,40753
923,BJN0A23,2007,65216
924,BJO0A24,2014,91341
925,BJP0A25,2005,85277
926,BJQ0A26,2024,72532
927,BJR0A27,1995,23117
